Timestamp,How are you currently using Rust to make games? Select the most intensive (last) option that applies.,What Rust-based game engine do you primarily use?,"What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Long compile and iteration times]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems with Rust itself (other than compile times)]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems in platform-abstracting crates like winit or wgpu]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Inadequate learning materials or docs]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor tooling for artists and game designers]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty paying to get open source problems fixed]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Lack of console support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature mobile support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature web support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Bugs in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Missing features in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty hiring experts who know Rust]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor performance]","If you could magically add or fix three things about Rust itself, what would they be?"
4/29/2024 21:34:12,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,1,0,0,0,1,0,0,0,1,2,0,0,"compile faster, better brrow checker, more ergonomic Syntax"
4/29/2024 21:51:32,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,1,1,3,5,0,0,5,3,3,5,2,2,"Easier macros, Effects"
4/29/2024 22:00:10,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,0,2,1,2,3,1,0,2,3,0,1,3,0,ui
4/29/2024 22:13:42,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/rustwasm/team/issues/291
4/29/2024 22:48:50,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,1,1,0,3,4,2,1,1,1,1,4,0,0,"More time, an asset format for bevy. "
4/29/2024 22:55:00,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,0,0,0,0,0,2,2,0,0,0,1,"I wish lifetimes were more intuitive, I wish lifetimes were inferred in more cases, i wish the lifetime syntax was less ugly."
4/29/2024 23:24:21,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",No engine / in-house engine,2,1,3,3,3,0,0,0,0,0,1,5,0,"1. A guarantee that we stop adding features for several years, and focus on becoming the most robust and stable systems programming language in existence. We are steadily slipping towards becoming another C++ with amount of shiny things (async, macros) we are pushing into the language. It is already hard to onboard experienced developers into the language as it is, and if we keep adding a new thing every 2-3 years we will very quickly just be another mess of sixty different ways to do something that could or probably should just be done in one way.
2. Some sort of officially developed and maintained debugging tool for visualising lifetimes at a project/workspace level. I think I'm pretty good with Rust lifetimes, I actually adore them and the explicitness in general that comes with the benefit of ownership and lifetimes... but when I'm nested very deep into something I too can struggle to immediately build an accurate mental model of what is happening on the fly. A real time, comprehensive visualiser that can show my primitive monkey brain: ""look, here, here, and then here. These files, these lines, these objects have these restrictions and you're not obeying them.""
3. A new mascot dammit. Ferris is yuck. It could have been a cayuuuute robot dog. We could have been called rustrievers instead of rustaceans. We owe it to ourselves."
4/30/2024 0:00:27,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,2,0,3,5,1,2,0,0,1,4,0,0,"Add reflection, something (not sure what exactly) about lifetime propagation in types that fixes the need to make drastic changes ech time a lifetime appears in a type, proc macros in the same crate as everything else. "
4/30/2024 0:11:24,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,0,3,0,0,0,0,3,0,0,0,0,3,0,"stabilize build std or move more tier 3 targets up to tier 2, mut references in const fn, and a pony"
4/30/2024 0:17:21,I use Rust game tools to make things that are not games as a hobby or passion.,No engine / in-house engine,2,4,0,0,3,0,0,0,1,3,4,0,0,"1. Partial borrows, with a clean syntax
2. Necessary language features (HKTs) to support static entity-component libraries (i.e. ECS without the ducktyping)
3. A popular/mainstream engine that doesn't insist on using ECS as the magical solution to every problem"
4/30/2024 0:27:20,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",No engine / in-house engine,0,0,3,1,3,3,0,5,0,0,0,0,0,"1. To improve documentation on how to start contributing to the project language
2. Better documentation on how to work with macros
3. I think a visualization tool for how to use certain crates (for example, getting started with wgpu is really hard without any proper guide, a graph visualization showing how all the struct/enums connect to each other, I think that can help a lot when learning a new crate and especially the standar library)"
4/30/2024 0:32:43,"I work by myself, but have a project that I have or am planning to sell.",No engine / in-house engine,5,0,3,4,0,0,0,0,0,0,0,0,0,"Instant compiles
Hot reload
Top class debugger, with rr-like timetravel"
4/30/2024 0:38:34,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,2,4,0,4,0,1,5,2,2,4,1,0,"1) impl !Drop for linear types, I want async drop!
2) does compile times count?
3) Variadics"
4/30/2024 0:40:25,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,0,3,4,1,0,0,1,0,2,0,0,"Rust is perfect, i am the weak link."
4/30/2024 0:45:44,I'm still learning.,Bevy,2,0,0,1,0,0,0,0,2,0,0,0,0,"I'd get the |> pipe operator from Elixir (idk how this might actually work or if it would be good), some kind of dynamic linking/plugin system that can hot-reload during dev, and expanding the types of safe behaviors the borrow-checker knows about since it doesn't always know everything"
4/30/2024 0:51:18,I have at least one serious hobbyist project that I have or am planning to ship.,miniquad,2,1,0,0,1,0,0,0,0,0,0,1,0,"Proper coroutines that can be serialized, impl specialization, first-class REPL"
4/30/2024 0:59:08,"Actually, I only use Rust to make game engines or tools for gamedev.",Gamercade,1,0,3,0,0,1,0,0,0,0,0,4,0,"Faster compile times.

More usage in the games industry.

More access to funding in open source in general."
4/30/2024 1:04:57,I'm still learning.,Macroquad,2,1,1,5,5,0,0,2,0,0,1,1,0,"1. Fast Compile Time
2. Fast LSP Rust Analyzer
3. Maybe better async but it is still very good."
4/30/2024 1:07:44,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,1,0,1,0,0,2,0,2,2,2,0,0,Faster compile times
4/30/2024 1:24:05,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,1,2,1,1,3,1,0,0,1,5,2,2,"Compile times (hot reloading, linking), generators, specialisation"
4/30/2024 1:28:56,I'm still learning.,Bevy,3,0,0,0,0,0,0,0,5,0,0,0,0,"Orphan rule.Debug mode ""compile anyway "" flag."
4/30/2024 1:40:49,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,3,1,2,4,2,1,2,3,1,3,4,0,2,"Compile time, can custom errors easily and hot reload for structs and enums"
4/30/2024 1:47:34,I'm still learning.,SDL,0,1,0,2,1,2,3,2,4,0,0,4,0,"be able to run, almost, everythin at compile time x3"
4/30/2024 2:04:40,I am part of a company that is using Rust to make games.,No engine / in-house engine,1,0,2,3,5,3,5,3,0,2,5,2,0,Make iteration speed 10x faster. Hot reloading of any rust code.
4/30/2024 2:29:59,"I work by myself, but have a project that I have or am planning to sell.",Bevy,3,3,1,3,3,1,0,2,0,1,3,1,0,Possibility of telling Borrow Checker that I'll fix this later 
4/30/2024 2:35:16,"I work by myself, but have a project that I have or am planning to sell.",Godot with rust bindings (gdext),3,3,0,1,4,1,1,4,0,0,4,4,0,"(1) Optional parameters: Builder pattern and creating multiple methods for the same purpose with different parameter requirements lead to massive boilerplate code. This consumes a lot of energy that could have been used for creative tasks.

(2) Orphan Rule: Amidst the numerous debates around this topic, my personal hope is to ""Ease it for non-published crates or binary crates"". This could be achieved by:
   - Adding a ""no_orphan_rule"" field in the project section of Cargo.toml.
   - If the ""no_pub"" field is true, allow bypassing the orphan rule, limiting it to publishing on Crates.io.
   - Still allow publishing to private registries that are configured to allow crates with the ""no_orphan_rule"" field set.

(3) Partial struct borrow(at least, for unexposed APIs). "
4/30/2024 2:44:03,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,1,0,1,3,2,0,1,0,0,1,2,0,0,"Rust projects like to reinvent the wheel, many times our of necessity. However this leads to the solutions often being immature, e.g. shader languages with poor documentation and few examples. This is a necessary pain of improving the landscape, but in the interim it's quite frustrating "
4/30/2024 2:49:05,Paid contractor making a metaverse client,Bevy,4,4,3,3,0,1,0,0,0,1,2,2,0,"Orphan rule, partial borrows, incremental compile times. Yeah I know this is basically what loglog said but they are absolutely right"
4/30/2024 2:49:51,I'm still learning.,Bevy,4,4,0,0,5,0,0,0,0,0,5,0,3,"Fix the ugly syntax, Fix the ugly syntax, Fix the ugly syntax"
4/30/2024 2:59:06,I'm still learning.,Bevy,0,0,2,5,1,3,3,3,0,2,4,0,0,Bevy UI library that's easy to use.
4/30/2024 3:04:35,I'm still learning.,Bevy,1,0,2,5,2,0,0,0,0,0,2,0,0,"NIL, Rust is fine"
4/30/2024 3:05:55,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,4,0,0,2,2,0,1,1,1,1,1,0,0,"Compile time,  target dir size"
4/30/2024 3:10:48,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,1,1,3,3,0,2,5,3,0,4,0,0,"better async, faster compile"
4/30/2024 3:16:55,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,1,2,2,0,0,1,0,0,4,1,4,"Better ffi between rust and c, or rust and wasm
Faster compile times
Plugin support"
4/30/2024 3:20:35,"I work by myself, but have a project that I have or am planning to sell.",No engine / in-house engine,5,5,4,0,5,2,3,3,3,0,1,0,0,"Faster Compile Times, first class support for pointers in unsafe (e.g. automatic dereferencing), stronger memory guarantees for the layout of trait objects and structs. "
4/30/2024 3:35:49,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,4,2,3,4,3,1,0,3,1,1,5,0,1,"script lang support(like lua), editor, hot reloading."
4/30/2024 3:35:40,I'm still learning.,Bevy,1,1,3,5,3,3,1,4,4,1,4,1,2,"I am not an expert in the Rust language, so I cannot provide good advice"
4/30/2024 3:48:27,"Actually, I only use Rust to make game engines or tools for gamedev.",Custom-written wgpu-based 2D engine (for Visual Novels),1,0,2,2,0,0,0,0,0,0,2,0,0,idk
4/30/2024 3:59:29,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,4,2,1,3,5,1,2,4,0,0,5,4,0,"- Faster compile and iteration time. 
- And editor and more tooling for assets management and editor Ui. 
- Better parallel programming support. "
4/30/2024 3:59:55,"I work by myself, but have a project that I have or am planning to sell.",Bevy,2,0,2,0,1,0,1,0,0,2,2,0,0,"Other than compile times, Rust as a language is perfect for my gamedev use cases. I just wish to see more built-in features in Bevy and more stable GPU abstraction layers. I released a game written in Rust on Steam last year and I keep receiving a ton of crash reports from players related to wgpu. As an indie dev, it is very difficult to make sure my game works properly on all system configurations."
4/30/2024 4:08:47,I use Rust game tools for academic research.,hotham,1,1,1,3,5,1,1,0,2,2,1,0,1,"Tooling for debugging and performance analysis
Learning resources
Simplified package management and dependency resolution"
4/30/2024 4:15:05,I'm still learning.,Bevy,4,3,4,2,3,2,3,5,3,3,2,4,3,"Compile Time, compatibility with parity on Android as well and maybe more schools teaching Rust or ease of Learning for the masses so there are more people who know Rust."
4/30/2024 4:18:47,I'm still learning.,Bevy,1,0,0,1,1,0,0,0,0,0,5,0,0,"Reflection, remove lifetimes, faster compile times"
4/30/2024 4:29:07,I'm still learning.,Bevy,0,0,0,1,2,0,0,0,0,1,4,0,0,Rust is great.
4/30/2024 4:49:09,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,4,0,0,5,2,0,1,1,1,4,5,0,3,idk
4/30/2024 4:54:20,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",No engine / in-house engine,3,1,1,0,0,0,0,2,0,0,0,0,0,"algebraic effects, fast compilation mode (sacrifice more performance for faster compilation, use dynamic dispatch where possible)"
4/30/2024 4:55:00,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,2,0,2,4,1,1,2,1,0,4,0,0,Partial borrows of structs
4/30/2024 4:59:47,I don't make games in Rust.,No engine / in-house engine,5,5,3,5,4,2,4,4,4,3,4,3,2,"the syntax, the syntax, the syntax"
4/30/2024 5:08:24,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,3,4,3,3,3,3,5,3,3,5,0,3,Official VR/OpenXR support
4/30/2024 5:08:37,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,2,2,1,0,3,0,0,0,0,0,0,0,1,"Runtime compilation and code execution. Ie: rust code hotreloading.
The orphan rule.
Reflection/type system level information in proc macros.
"
4/30/2024 5:09:50,"I work by myself, but have a project that I have or am planning to sell.",Bevy,0,2,0,0,3,0,0,4,0,1,3,0,1,"Variadic generics, streaming iterators, some way to opt out of orphan rules"
4/30/2024 5:10:22,I'm still learning.,Bevy,3,0,0,5,5,0,1,1,0,0,5,0,0,"Rust and its tooling is very well enginnered.  but if i could
1. Compile time 
2. Faster LSP
3. (for rust community) Mature Frameworks or Libs and educational resources to build high level Apps (games, webapp) unlike cli, compilers,  os ... specially for self taught programmers"
4/30/2024 5:32:44,"I work by myself, but have a project that I have or am planning to sell.",No engine / in-house engine,5,0,0,1,0,0,0,0,0,0,1,0,0,"- Async function coloring, really ...
- More guarantee about Stable ABI, so we can do plugins without recompiling them with the right rustc version every time.
"
4/30/2024 5:40:24,"I work by myself, but have a project that I have or am planning to sell.",No engine / in-house engine,0,2,0,0,0,0,0,0,0,0,0,3,0,"Just one: libraries, STOP ITERATING A NEW VERSION EVERY 2 MONTHS AND FOCUS ON A STABLE 1.0 ; most libraries are unusable in production because they always break their API within months, unthinkable to support that as a solo dev"
4/30/2024 5:57:38,I'm still learning.,Bevy,2,0,0,1,0,0,1,0,0,1,1,0,0,"- faster compile times (when you use Go for 10 years you are shocked that rust doesn’t have the same speed)
- faster and stable rust analyser (coming from Go I’m slower because RA is slow and always checking and sometimes doesn’t work)
- debugging (still haven’t managed to get VS Code rust debugging working but need to try harder—that said in Go it just works it seems)"
4/30/2024 6:21:34,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.","No engine with wgpu, bevy ecs, egui.",4,1,1,0,0,0,0,0,0,0,4,0,0,"1) Improve documentation and support for hot code reloading to support faster iteration time and to avoid misconception that it is not possible in rust.

2) Improve the performance of rust-analyzer, cargo clippy and/or make sure that user can easily find the reason why incremental validations doesn't work.   (Each time whole workspace is rechecked unecessary and it is hard to find the reason why, takes up a lot of time when refactoring code)

3) Implement feature (adt_const_params) for complex types for const parameters (https://doc.rust-lang.org/beta/unstable-book/language-features/adt-const-params.html)

"
4/30/2024 6:28:04,"I work by myself, but have a project that I have or am planning to sell.",Bevy,4,0,0,2,0,0,1,1,0,1,2,0,0,async dynamic disptach
4/30/2024 6:48:24,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,0,2,3,0,0,0,0,0,0,0,0,0,0,"Add features to better support creating safe bindings to external APIs with minimal overhead such as better stable const generics, or more ergonomic branded types"
4/30/2024 6:55:17,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,1,0,5,1,0,1,0,0,0,3,0,0,...
4/30/2024 6:58:06,"I work by myself, but have a project that I have or am planning to sell.",Bevy,1,1,2,0,4,0,1,2,3,1,0,0,0,"Better tooling, compilation times, and web support"
4/30/2024 7:32:56,I freelance for companies shipping AAA games.,No engine / in-house engine,0,0,1,0,0,0,2,1,1,0,0,2,0,"1. Add support for inheritance
2. Remove rustfmts love for saving vertical space
3. Allow partial borrows via accessor functions"
4/30/2024 7:43:30,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,1,0,2,3,0,2,0,2,1,4,0,0,"- Compilation times
- Compile-time reflection
- Polonius"
4/30/2024 8:02:21,I'm still learning.,Bevy,5,4,4,4,4,3,0,0,0,4,3,0,5,"Improve consistency - less unnecessary variety in all the traits and types and other aspects you have to learn for every use case, and less of a need to be unsafe in so many cases. Also, compile times and project sizes are rather extreme. And better native async. "
4/30/2024 8:04:14,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,1,1,0,2,2,0,0,0,1,0,3,0,0,"Variadics, const_generic_exprs, min_specialization"
4/30/2024 8:19:18,"Actually, I only use Rust to make game engines or tools for gamedev.",Godot-Rust,1,1,3,1,0,0,0,0,0,0,1,0,0,"Compile time reflexion, easier (or automatic) lifetimes, easier async rust"
4/30/2024 8:45:03,I'm still learning.,Bevy,3,0,0,2,5,0,0,3,5,2,0,0,0,?
4/30/2024 8:50:27,"I work by myself, but have a project that I have or am planning to sell.",Bevy,5,5,0,4,0,2,0,0,0,0,2,1,0,"Rust was clearly designed with a safety obsession, it seems suitable for re-writing old codebases where the functionality is already fleshed out, it seems fundamentally unsuited for the rapid iteration cycles game dev requires due to that. Rust is fundamentally unsuited for game development."
4/30/2024 8:57:35,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,4,2,5,3,5,0,0,2,5,5,5,2,5,"- reflection 
- better way to work with dynamic typing and avoiding the borrow checker (I miss GC)
"
4/30/2024 8:58:14,I'm still learning.,Bevy,4,1,4,5,5,0,3,5,2,1,4,2,1,"Rust is fine, I need more tutorials/examples about 3D games with Bevy."
4/30/2024 9:00:53,I am part of a company that uses Rust game tools to make things that are not games.,Fyrox,0,2,3,1,5,4,4,4,5,3,4,5,5,"compile time
orphan rule in workspace
too much code  like impl <T> for <T> like why there is two <T> required. And, types get complicated and duplicated everywhere."
4/30/2024 9:14:06,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,0,2,5,0,0,0,0,1,5,0,0,"ui, rendering features, iteration time"
4/30/2024 9:30:15,I have at least one serious hobbyist project that I have or am planning to ship.,"no engine, but we use specs + wgpu + conrod/iced for gui",3,0,0,0,2,0,0,0,0,0,4,0,0,"From my point of view, Rust is pretty neat as it is :sweat_smile:"
4/30/2024 9:30:38,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,1,2,3,0,0,0,0,0,1,0,0,Compile time might be the biggest issue. Hot reloading (even more true for UI heavy games). 
4/30/2024 9:43:19,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,4,2,2,0,4,0,0,0,3,2,4,0,2,"Rust Analyzer performance + robustness, faster build times, coroutines that only temporarily bind to parameters between await points."
4/30/2024 9:44:32,I'm still learning.,Bevy,4,3,3,1,4,0,0,2,0,1,2,0,0,/
4/30/2024 9:44:57,I have at least one serious hobbyist project that I have or am planning to ship.,Macroquad,5,0,0,5,1,0,0,0,2,0,5,0,0,"In order: a world-class Rust debugger on Linux, faster compilation, and faster rust-analyzer."
4/30/2024 9:45:07,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,5,1,0,1,2,0,0,0,0,1,4,0,0,"Stable ABI, Compile Times, Fix/Remove Orphan Rule."
4/30/2024 9:57:20,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,1,1,2,2,3,0,0,0,0,2,5,0,1,"Specialization, runtime reflection, lifetime visualization tools (for complex cases)"
4/30/2024 10:00:05,"I work by myself, but have a project that I have or am planning to sell.",Bevy,4,5,3,2,5,4,1,0,0,4,4,1,2,1. Better tooling for conditional compilation (like Visual Studio's build configuration pulldown for different builds) with better support for mutually exclusive features. 2. Ability to bypass the orphan rule. 3. Compile-time reflection (or even templates/concepts/SFINAE).
4/30/2024 10:16:09,"I work by myself, but have a project that I have or am planning to sell.",Bevy,0,0,0,1,2,3,2,4,0,0,1,0,0,"Trait specialization. Warm compile times for large workspaces. Some magical feature that would allow Bevy to be more ""if it compiles it runs"", with respect to runtime systems/etc not being found and panicking."
4/30/2024 10:17:04,I don't make games in Rust.,Bevy,2,1,0,3,1,0,1,0,0,2,1,0,1,"Disjoint borrows across functions, self-referential structs, implicit Arc::clone. "
4/30/2024 10:17:47,I am part of a company that is using Rust to make games.,No engine / in-house engine,3,3,3,3,3,0,3,3,3,3,0,3,3,bevy
4/30/2024 10:29:25,I'm still learning.,Bevy,3,2,2,5,5,0,0,1,0,2,5,1,1,N/A
4/30/2024 10:44:35,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,0,1,1,4,0,0,0,0,2,4,0,2,"Compile times, partial borrows, orphan rule"
4/30/2024 10:47:47,"I use rust to make games primarily as a hobby, but technically have earned money doing so.",Bevy,1,1,2,2,1,0,1,4,4,4,3,0,0,n/a
4/30/2024 11:03:28,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,2,0,0,3,0,1,0,0,0,0,3,0,0,"1. Keyword generics/effect handlers
2. Better compile times
3. Idk, more people working on it?"
4/30/2024 11:06:42,"I work by myself, but have a project that I have or am planning to sell.",Bevy,5,2,1,5,5,1,1,5,4,1,5,2,2,"Faster compile time, easier/more standardized setup/support for different platforms, improved frontend tools/frameworks."
4/30/2024 11:11:53,I'm still learning.,Bevy,2,0,0,3,2,0,1,0,0,0,3,0,0,N/A
4/30/2024 11:23:03,I'm still learning.,Bevy,1,5,4,5,0,0,0,0,2,0,0,0,0,Documentation/videos for people coming from c++. Better examples. Automatic and improved lifetime of reference handling so I don't have to manually specify.
4/30/2024 11:35:05,"I work by myself, but have a project that I have or am planning to sell.",godot-rust,4,5,4,1,1,1,1,3,4,1,1,1,0,"trait specialization, partial borrows, proper reflection (not proc-macros)"
4/30/2024 11:39:24,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,0,4,0,3,0,5,0,0,1,0,0,0,"Rate of adoption in the game industry, `impl T for U where T !: K`, replace serde_json::Value and always-open swagger explorer with in-IDE typings (without tons of codegen)."
4/30/2024 11:55:06,I am part of a company that is using Rust to make games.,Bevy,4,2,2,4,3,0,1,1,2,5,5,2,1,"A JIT compilation mode, more intuitive async, somehow become more amenable to UI"
4/30/2024 12:00:58,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,3,2,3,0,4,0,0,0,0,4,4,3,0,"Better debugger support, better profiler support (eg working smoothly with Instruments on macOS), a way to hardcode RUST_BACKTRACE=1 in no_std crates. "
4/30/2024 12:04:12,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,2,0,1,0,2,0,1,1,0,0,3,0,0,"1. Add variadic generics, 2. Fast compile times,  3. More mature ecosystem"
4/30/2024 12:23:35,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",hotham,2,1,1,0,1,0,0,0,0,1,2,0,2,1. Add compile time code execution. 2. Add assembly output in interactive speed. 3. Allow traits to be specified more loosely for generic code (automatic deduction or sets of types). 
4/30/2024 12:31:37,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,2,0,4,1,0,0,5,2,1,0,0,0,2,Better support for console by winit and wgpu. And more stable crates.
4/30/2024 12:45:12,I use Rust game tools for academic research.,Piston,0,0,0,0,0,0,0,0,0,0,0,0,0,Disk space usage
4/30/2024 13:04:10,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,1,1,1,0,0,0,0,0,3,0,0,More mature ecosystem 
4/30/2024 13:11:13,I'm still learning.,Bevy,1,0,0,2,3,0,0,0,0,0,2,0,0,N/A
4/30/2024 13:13:07,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,3,2,3,3,2,0,1,3,4,2,2,0,1,"Specialization, variadics, more const evaluation"
4/30/2024 13:20:38,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,1,5,1,3,0,1,2,2,2,0,2,"(1). Add: Compile-time reflection. This would single-handedly fix compile times by removing `syn` and `proc-macro2` from all the giant crates. THIS IS BY FAR THE MOST IMPORTANT TO ME. 🥹

(2). Add: Language ABI. An ABI that's edition-specific would allow other languages to speak with Rust directly, improving integrations with scripting languages and removing dependence on various procedural macros.

(3). Add: Can't decide between generators and fully-supported const. Pick one. 😄✨"
4/30/2024 13:50:44,I don't make games in Rust.,Bevy,5,4,1,5,4,1,3,4,0,0,3,3,1,"Hot reload, mobile support, ui and editor"
4/30/2024 13:51:01,I use Rust game tools to make things that are not games as a hobby or passion.,Raylib-ffi,4,2,4,4,4,3,4,5,1,1,4,1,0,"Orphan rule, binary size, compile times"
4/30/2024 13:52:44,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,5,3,1,2,3,0,3,1,2,0,4,0,0,"variadics, lack of abstraction over async executors, splitting lifetimes on self"
4/30/2024 14:37:44,"I work by myself, but have a project that I have or am planning to sell.",Bevy,2,0,0,4,5,0,0,0,0,1,1,0,1,"- enum variants not being types (makes some API's more bloated/verbose than they can be)
- compile time reflection
- faster debug mode (usable but slow for unit tests)"
4/30/2024 14:45:59,I sometimes use Rust/Bevy for Game Jam entries as a change from Godot primarily to gain more Rust experience/learning.,Bevy,5,2,4,3,1,0,0,0,4,4,5,0,0,"(1) Prioritize reducing the resource intensive nature (e.g. RAM, CPU) of surrounding tooling that is almost essential for learning/using rust, primarily rust-analyzer--because it has an outsized negative impact on people who are ""resource constrained"" and their ability to participate/contribute to the Rust community. (Seemingly in contrast to many of the people developing Rust. It is instructive to observe that efforts to improve Rust's performance with dual-core systems was seemingly motivated not by helping people who are still stuck using them but because that's a frequent CI config.)

(2) Compile/iteration times.

(3) Fix me not being paid to write Rust? :)"
4/30/2024 14:52:42,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,3,3,0,1,4,1,2,2,1,1,3,1,1,"const fn in traits, portable SIMD, and do something about orphan rules"
4/30/2024 15:02:13,"I work by myself, but have a project that I have or am planning to sell.",Bevy,5,0,0,3,1,0,0,0,2,1,2,0,1,"Compile times 😭 / more hot reloading

Compiler errors, I think largely from dependencies that require C or C++, I fairly regularly have to ""cargo clean"" and rebuild - or currently I can only build individual crates in my Cargo workspace, if I try to build all at once I get some linking error during the build.

Async can be very fragmented and hard to work with. I work with some libraries that require a tokio runtime, but use Bevy as my engine which doesnt use tokio, so I end up having to write verbose boilerplate code to get things to work between the two environments, feels like a mess."
4/30/2024 15:07:53,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,0,0,0,2,0,0,0,0,2,1,0,3,0,"More people would grok it, the web backend tools would be more productive, it’d be the obvious choice instead of python for my day job. "
4/30/2024 15:08:40,I'm still learning.,Bevy,5,3,0,2,0,1,0,0,0,1,3,0,0,"- faster compile time when changing almost nothing in the code
- better (typed without to export manually everything) interop with script language like python to prototype faster"
4/30/2024 15:27:00,I use Rust game tools for academic research.,Bevy,4,2,3,1,0,0,0,0,0,2,4,0,0,Variadics
4/30/2024 15:45:59,I use Bevy to create games and teach my son about developing and Rust,Bevy,0,0,0,1,1,0,0,0,0,0,1,1,0,"Async drop.
Less need for reborrow tricks!
"
4/30/2024 15:47:28,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,3,1,1,2,3,0,0,1,2,1,3,0,1,"Add Variadic generics, Stable ABI, Better compile times"
4/30/2024 16:13:10,I'm still learning.,Bevy,1,0,3,3,0,0,0,3,5,0,3,0,0,I'm not sufficiently proficient in rust to have any good wishes. But I would like better support for custom allocators.
